priority,language,id,headword,field,currentValue,suggestedValue,reason,issueCategory,severity,confidence,dictionaryCheckRequired,humanReviewRequired,decision,reviewNote
P3-medium,ko,ko-00780,아마,tags,名詞,副詞,아마は副詞（用言を修飾）。例文でも述語修飾の副詞用法。tagsの「名詞」は不一致で「副詞」が妥当。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-00783,미리,tags,名詞,副詞,미리は副詞（用言を修飾）。例文でも述語修飾の副詞用法。tagsの「名詞」は不一致で「副詞」が妥当。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-00788,점점,tags,名詞,副詞,점점は副詞（用言を修飾）。例文でも述語修飾の副詞用法。tagsの「名詞」は不一致で「副詞」が妥当。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-00795,오히려,tags,名詞,副詞,오히려は副詞（用言を修飾）。例文でも述語修飾の副詞用法。tagsの「名詞」は不一致で「副詞」が妥当。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-00797,혹시,tags,名詞,副詞,혹시は副詞（用言を修飾）。例文でも述語修飾の副詞用法。tagsの「名詞」は不一致で「副詞」が妥当。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-00842,모임,tags,副詞,名詞,모임（集まり）は名詞。助詞を伴い主語・目的語になる。tagsの「副詞」は品詞不一致で「名詞」が妥当。,pos_mismatch,medium,0.96,true,true,,
P3-medium,ko,ko-00844,축제,tags,副詞,名詞,축제（祭り）は名詞。助詞を伴い主語・目的語になる。tagsの「副詞」は品詞不一致で「名詞」が妥当。,pos_mismatch,medium,0.96,true,true,,
P3-medium,ko,ko-00877,차이,tags,形容詞,名詞,차이（違い）は名詞。助詞を伴い主語・目的語になる。tagsの「形容詞」は品詞不一致で「名詞」が妥当。,pos_mismatch,medium,0.96,true,true,,
P3-medium,ko,ko-00936,저장하다,tags,名詞,動詞,저장하다は「하다」動詞（動作）。和訳「保存する（データを）」も動詞。周辺の同型語は全て「動詞」タグで、本語のみ「名詞」となっており不一致。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01033,맹세하다,tags,名詞,動詞,맹세하다は「하다」動詞（動作）。和訳「誓う（宣誓）」も動詞。周辺の同型語は全て「動詞」タグで、本語のみ「名詞」となっており不一致。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01083,명확하다,tags,名詞,形容詞,명확하다は「하다」形容詞（叙述形で状態を表す）。和訳「明確だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01084,모호하다,tags,名詞,形容詞,모호하다は「하다」形容詞（叙述形で状態を表す）。和訳「曖昧だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01085,엄격하다,tags,名詞,形容詞,엄격하다は「하다」形容詞（叙述形で状態を表す）。和訳「厳格だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01086,성급하다,tags,名詞,形容詞,성급하다は「하다」形容詞（叙述形で状態を表す）。和訳「せっかちだ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01087,신중하다,tags,名詞,形容詞,신중하다は「하다」形容詞（叙述形で状態を表す）。和訳「慎重だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01088,용감하다,tags,名詞,形容詞,용감하다は「하다」形容詞（叙述形で状態を表す）。和訳「勇敢だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01089,비겁하다,tags,名詞,形容詞,비겁하다は「하다」形容詞（叙述形で状態を表す）。和訳「卑怯だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01090,겸손하다,tags,名詞,形容詞,겸손하다は「하다」形容詞（叙述形で状態を表す）。和訳「謙虚だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01091,거만하다,tags,名詞,形容詞,거만하다は「하다」形容詞（叙述形で状態を表す）。和訳「傲慢だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01092,예민하다,tags,名詞,形容詞,예민하다は「하다」形容詞（叙述形で状態を表す）。和訳「敏感だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01094,영리하다,tags,名詞,形容詞,영리하다は「하다」形容詞（叙述形で状態を表す）。和訳「利口だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01095,현명하다,tags,名詞,形容詞,현명하다は「하다」形容詞（叙述形で状態を表す）。和訳「賢明だ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01096,어리석다,tags,名詞,形容詞,어리석다は「하다」形容詞（叙述形で状態を表す）。和訳「愚かだ」も形容詞であり、tagsの「名詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01097,게으르다,tags,動詞,形容詞,게으르다は状態を表す形容詞（怠惰だ）。活用も形容詞型で、tagsの「動詞」は品詞不一致。「形容詞」が妥当。,pos_mismatch,medium,0.96,true,true,,
P3-medium,ko,ko-01110,신입,tags,副詞,名詞,신입（新入り）は名詞。助詞を伴い主語・目的語になる。tagsの「副詞」は品詞不一致で「名詞」が妥当。,pos_mismatch,medium,0.96,true,true,,
P3-medium,ko,ko-01318,설거지,tags,形容詞,名詞,설거지（皿洗い）は動作性名詞。形容詞ではない。和訳「皿洗い」も名詞であり品詞不一致。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01360,분노,tags,副詞,名詞,분노（怒り）は名詞。副詞タグは誤り。和訳「怒り」も名詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01364,여유,tags,副詞,名詞,여유（ゆとり・余裕）は名詞。副詞タグは誤り。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01374,보람,tags,形容詞,名詞,보람（やりがい・甲斐）は名詞。形容詞タグは誤り。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01378,배려,tags,副詞,名詞,배려（思いやり・配慮）は名詞（하다用言化可の動作性名詞）。副詞タグは誤り。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01483,후추,tags,動詞,名詞,후추（こしょう）は名詞。動詞タグは明白な誤り。,pos_mismatch,medium,0.97,true,true,,
P3-medium,ko,ko-01499,간식,tags,動詞,名詞,간식（おやつ・間食）は名詞。動詞タグは誤り。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01519,도저히,tags,形容詞,副詞,도저히（とうてい）は副詞。否定と呼応する副詞であり形容詞ではない。,pos_mismatch,medium,0.95,true,true,,
P3-medium,ko,ko-01522,당장,tags,動詞,副詞,당장（今すぐ）は副詞（名詞用法もあるが動詞ではない）。動詞タグは誤り。,pos_mismatch,medium,0.9,true,true,,
P3-medium,pt,pt-00047,cão,prompt/headword,cão = dog / 犬,cachorro (mais representativo do uso cotidiano no Brasil),"綴り・英訳・和訳はいずれも正しい。ただしブラジル基準では日常語の『dog（犬）』は圧倒的に『cachorro』が一般的で、『cão』は理解はされるものの、単独名詞としてはやや形式的・欧州ポルトガル語寄りの響きになる（cão-guia, cão de guarda 等の複合語では自然）。学習者に提示する見出し語としては『cachorro』の方がブラジルの実用に即す。誤りではないため入れ替えは要人手判断。",translation_issue,medium,not_verified,false,true,,
P3-medium,ru,ru-00100,хотеть,glosses.ja,欲しい,望む／欲する,хотеть は動詞（不定詞）で英訳 to want も動詞だが、和訳「欲しい」はイ形容詞であり品詞が一致しない。動詞として揃えるなら「望む」「欲する」が適切。学習語彙として辞書形（動詞）を教える意図に照らし整合性を欠く。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-00105,分,glosses.en,to divide,minute,見出し『分』の answer=『分(=時間の分)』・例文『现在是八点十分』(時刻)は時間の『分』。しかし glosses.en='to divide'(分ける)で別義。和訳・例文は正しく、英語グロスのみ不整合。,translation_issue,medium,0.9,false,true,,
P3-medium,zh,zh-00166,间,answer,部屋,（部屋・家を数える）量詞『間』,例文『这是一间大房子』の『间』は建物を数える量詞。単独見出しの『间』は『部屋(room)』そのものではなく量詞用法が主。answer=部屋・和訳『一部屋の大きな家』はやや不正確。学習上の誤解の可能性。要人手確認。,translation_issue,medium,0.75,false,true,,
P3-medium,zh,zh-00223,毛,glosses.en,hair,mao (0.1 yuan / colloquial for 角),answer=『毛，角』・例文『这个东西五毛钱』は貨幣単位(0.1元=1角)。しかし glosses.en='hair'(毛髪)で別義。和訳・例文は正しく英語グロスのみ不整合。,translation_issue,medium,0.9,false,true,,
P3-medium,zh,zh-00960,收入,tags,名詞,名詞,answer「収入」は名詞だが tags が『動詞』。例文『他的收入很高』も名詞用法。tagsを名詞へ。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-01057,响,tags,形容詞,動詞,answer「鳴る」・例文『电话响了』は動詞用法だが tags が『形容詞』。動詞へ。,pos_mismatch,medium,0.92,true,true,,
P3-medium,zh,zh-01071,笑话,tags,動詞,名詞,answer「冗談」・例文『他讲了一个笑话』は名詞だが tags が『動詞』。名詞へ。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-01192,中级,tags,形容詞,名詞,answer「中級」・例文『他考过了中级』は名詞用法だが tags が『形容詞』。名詞へ。,pos_mismatch,medium,0.88,true,true,,
P3-medium,zh,zh-01216,组,tags,動詞,名詞,answer「グループ」・例文『分成了三个组』は名詞（量詞的）だが tags が『動詞』。名詞へ。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-01586,金,example,这是一块金。 — これは金の塊だ。,这是一块金子。 — これは金の塊だ。,名詞「金（gold）」は通常「金子／黄金」を用いる。「一块金」は不自然,example_sense_mismatch,medium,0.82,false,true,,
P3-medium,zh,zh-01650,乐,example,听到这个消息他很乐。 — この知らせを聞いて彼はとても楽しんだ。,听到这个消息他很高兴。 — この知らせを聞いて彼はとても喜んだ。,「很乐」は現代中国語として不自然。単独形容詞「乐」の程度修飾は口語的に不自然,example_sense_mismatch,medium,0.8,false,true,,
P3-medium,zh,zh-01967,文明,exampleTranslation,私たちは文明な人にならなければならない。,私たちはマナーを守る人にならなければならない。,例文の文明は形容詞用法(礼儀正しい/教養ある)だが、answerは名詞『文明』。訳語『文明な人』は日本語として不自然。日中同形異義の可能性。外部辞書未照合のため要確認。,example_sense_mismatch,medium,0.75,false,true,,
P3-medium,zh,zh-02091,整,example,(null),例文を補う(例: 他工作了整整一天。),exampleがnullで用例欠落。またanswer『整っている』はglosses(whole/complete/entire)や典型用法(整个/整天/十点整=まるごと・ちょうど)とずれる可能性。確信なし・要確認。,missing_example,medium,0.6,false,true,,
P3-medium,zh,zh-02160,自觉,answer,自覚している,自主的だ／自発的だ,例文『他学习很自觉』の自觉は『自律的/自発的』の意。日本語『自覚』(self-awareness)とは意味がずれる日中同形異義。訳『自覚的だ』も不自然。要確認。,translation_issue,medium,0.7,false,true,,
P3-medium,zh,zh-02175,啊,tags,名詞,感嘆詞,「啊(ā)」は感嘆詞/語気助詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02191,办事,tags,名詞,動詞,「办事」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02201,保密,tags,名詞,動詞,「保密」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02202,保守,tags,動詞,形容詞,和訳「保守的な」は形容詞。動詞タグは不整合。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02225,不管,tags,名詞,接続詞,「不管」は接続詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02226,不然,tags,名詞,接続詞,「不然」は接続詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02264,吃惊,tags,名詞,動詞,「吃惊」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02270,充电,tags,名詞,動詞,「充电」は動詞。名詞タグは不適(例文も動詞用法)。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02275,抽奖,tags,名詞,動詞,「抽奖」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02282,穿上,tags,名詞,動詞,「穿上」は動詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02304,打雷,tags,名詞,動詞,「打雷」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02306,打折,tags,名詞,動詞,「打折」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02307,打针,tags,名詞,動詞,「打针」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02327,担心,tags,名詞,動詞,「担心」は動詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02336,倒车,tags,名詞,動詞,「倒车(乗り換える)」は動詞。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02340,登记,tags,名詞,動詞,「登记」は動詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02342,登山,tags,名詞,動詞,「登山」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02351,点名,tags,名詞,動詞,「点名」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02372,对于,tags,名詞,介詞,「对于」は介詞(前置詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02379,而,tags,名詞,接続詞,「而」は接続詞。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02380,而是,tags,名詞,接続詞,「而是」は接続詞相当。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02385,发烧,tags,名詞,動詞,「发烧」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02404,分手,tags,名詞,動詞,「分手」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02405,分为,tags,名詞,動詞,「分为」は動詞。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02413,否则,tags,名詞,接続詞,「否则」は接続詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02420,负担,tags,動詞,名詞,例文・和訳とも名詞用法「負担」。動詞タグは不整合。,pos_mismatch,medium,0.8,true,true,,
P3-medium,zh,zh-02427,感兴趣,tags,名詞,動詞,「感兴趣」は動詞句(対…感兴趣)。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02464,过分,tags,名詞,形容詞,「过分」は形容詞/動詞。名詞タグは不適。,pos_mismatch,medium,0.8,true,true,,
P3-medium,zh,zh-02475,航空,tags,動詞,名詞,「航空」は名詞(修飾語)。動詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02514,及格,tags,名詞,動詞,「及格」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02527,既然,tags,名詞,接続詞,「既然」は接続詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02529,加班,tags,名詞,動詞,「加班」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02533,假如,tags,名詞,接続詞,「假如」は接続詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02537,减肥,tags,名詞,動詞,「减肥」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02550,降价,tags,名詞,動詞,「降价」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02552,降温,tags,名詞,動詞,「降温」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02567,尽力,tags,名詞,動詞,「尽力」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02583,距离,tags,動詞,名詞,例文は名詞用法「距离很远」。動詞タグは不整合。,pos_mismatch,medium,0.8,true,true,,
P3-medium,zh,zh-02588,开花,tags,名詞,動詞,「开花」は動詞(離合詞)。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02596,可见,tags,名詞,接続詞,「可见」は接続詞(由此可见)。名詞タグは不適。,pos_mismatch,medium,0.75,true,true,,
P3-medium,zh,zh-02610,拉开,tags,名詞,動詞,「拉开」は動詞。名詞タグは不適。,pos_mismatch,medium,0.9,true,true,,
P3-medium,zh,zh-02625,离不开,tags,名詞,動詞,「离不开」は動詞(可能補語)。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02642,列为,tags,名詞,動詞,「列为」は動詞。名詞タグは不適。,pos_mismatch,medium,0.85,true,true,,
P3-medium,zh,zh-02660,没错,tags,名詞,動詞,「没错」は動詞/形容詞句。名詞タグは不適。,pos_mismatch,medium,0.75,true,true,,
P3-medium,zh,zh-02716,平稳,answer,平穏な,安定した／揺れの少ない,日中同形異義。中国語『平稳』は『（揺れず）安定している・スムーズ』の意（英訳 'steadily'）。日本語『平穏』は『穏やかで無事』の意でニュアンスが異なる。例文和訳『飛行機はとても平穏に飛んでいる』も不自然で、『安定して飛んでいる／揺れずに飛んでいる』が適切。,translation_false_friend,medium,0.8,false,true,,
P3-medium,zh,zh-02755,热心,answer,熱心な,親切な／世話好きな,日中同形異義。中国語『热心』は主に『（人のために）親切・世話好き・献身的』の意で、英訳も 'warmhearted' となっている。日本語『熱心』は『物事に打ち込む・ひたむき』の意で語義がずれる。例文『他是一个热心的人』は『親切な人』の意。,translation_false_friend,medium,0.85,false,true,,
P3-medium,zh,zh-03283,辞职,example,他上个月向公司辞职了。,他上个月向公司提出辞职了。／他上个月辞职了。,『辞职』は自動詞。『向公司辞职』は不自然で、『提出辞职』または目的語なしが自然。,example_sense_mismatch,medium,0.7,false,true,,
P3-medium,zh,zh-03518,检验,answer,検証する,検査する,『检验』は品質などを調べる(=検査)。例文も製品検査。日本語『検証する』は仮説の確認寄りで、gloss 'to inspect' とも整合しない。,translation_issue,medium,0.78,false,true,,
P3-medium,zh,zh-03641,面貌,answer,顔立ち,様相／姿,例文は都市の『面貌』(=様相・姿)。和訳『顔立ち』は人の顔限定で、都市の比喩用法・例文和訳と不一致。,translation_issue,medium,0.7,false,true,,
P3-medium,zh,zh-03822,使得,exampleTranslation,雨が道をとても滑りやすくもたらした。,雨で道がとても滑りやすくなった。,使得（〜させる/〜という結果をもたらす）の和訳が非文法的。「〜をもたらした」の目的語が形容詞句で日本語として破綻。,example_sense_mismatch,medium,0.9,false,true,,
P4-low,de,de-00001,Hier,prompt,Hier,hier,hierは副詞であり小文字表記が正しい。名詞ではないため見出しの大文字は独語正書法上不適切(学習者に名詞と誤認させ得る)。,capitalization,low,0.9,true,true,,
P4-low,de,de-00024,Heute,prompt,Heute,heute,heuteは副詞で小文字が正しい(名詞das Heuteの用法はまれ)。ja『今日』は副詞義のため小文字表記が妥当。,capitalization,low,0.9,true,true,,
P4-low,de,de-00030,Zurück,prompt,Zurück,zurück,zurückは副詞で小文字が正しい。名詞ではないため大文字は不適切。,capitalization,low,0.9,true,true,,
P4-low,de,de-00059,Ach,prompt,Ach,ach,achは間投詞で通常小文字。名詞ではないため見出しの大文字は不適切(文頭のみ大文字化される)。,capitalization,low,0.85,true,true,,
P4-low,de,de-00065,Ordnung,glosses.en,arrangement,order,die Ordnungの主要義は『秩序・整頓(order)』。ja『秩序』と整合するenは'order'。'arrangement'は副次的で弱い。,translation_issue,low,0.8,false,true,,
P4-low,de,de-00096,Herr,glosses.en,man,"gentleman, Mr., sir",en『man』はMann(de-00011)と混同を招く。Herrは紳士・〜氏・主人の意。ja『紳士，〜氏』は妥当。,translation_issue,low,0.7,false,true,,
P4-low,de,de-00117,Kind,glosses.en,kid,child,en『kid』は口語。das Kindの中立訳は'child'が適切。ja『子供』は妥当。,translation_issue,low,0.7,false,true,,
P4-low,de,de-00125,Fall,glosses.en,fall,"case, fall",ja『場合(case)』に対しen『fall(落下)』は別義で英和不整合。der Fallは場合／格／落下の多義のため'case'を主要義にするか併記が望ましい。,translation_issue,low,0.75,false,true,,
P4-low,de,de-00170,darum,glosses.en,around it,"therefore, around it",darumの高頻度義は『だから(therefore)』でja『だから，その周りに』の筆頭と一致。en『around it』は字義的副次義のみで不整合。,translation_issue,low,0.65,false,true,,
P4-low,de,de-00190,Grund,glosses.en,ground,"reason, ground",ja筆頭『理由』とen『ground』が別義寄り。der Grundは理由／根拠／地面／底の多義。整合には'reason'を主要義に。,translation_issue,low,0.6,false,true,,
P4-low,de,de-00196,Gestern,prompt,Gestern,gestern,gesternは副詞で小文字が正しい。ja『昨日』は副詞義のため小文字が妥当。,capitalization,low,0.9,true,true,,
P4-low,de,de-00272,Platz,glosses.en,square,"place, square",ja『場所』とen『square(広場)』が別義寄り。der Platzは場所／席／空間／広場の多義。整合には'place'を主要義に。,translation_issue,low,0.65,false,true,,
P4-low,de,de-00293,Pass,glosses.en,pass,passport,ja『パスポート』に対しen『pass』は峠・パス等の多義で曖昧。ja義に合わせ'passport'が明確。,translation_issue,low,0.7,false,true,,
P4-low,de,de-00304,Leider,prompt,Leider,leider,leiderは副詞で小文字が正しい。名詞ではないため大文字は不適切。,capitalization,low,0.9,true,true,,
P4-low,de,de-00382,Mist,glosses.en,manure,"crap, damn (colloq.); manure",字義はmanure(肥やし・堆肥)だが口語では『くそ(damn/crap)』の間投詞。ja『くそ，がらくた』は口語義を採用しており、enに口語義併記が整合的。,translation_issue,low,0.6,false,true,,
P4-low,de,de-00471,Antwort,glosses.ja,解答,答え，返事,Antwort は一般的な『答え・返事（reply）』。和訳『解答』は試験・設問の解に限定される語感で、日常的な返答の意味を取りこぼす。英訳 answer は妥当。,translation_issue,low,0.7,false,true,,
P4-low,de,de-00703,Gesellschaft,glosses.en,company,"society, company",英訳 'company' と和訳 '社会'(society) が指す語義が一致していない。Gesellschaft は『社会』が第一義で『会社・交際』も持つ多義語。英訳を society を含む形に補うと英和整合が取れる。,translation_issue,low,0.75,false,true,,
P4-low,de,de-00726,allerdings,glosses.en,but,"however, though",allerdings は『however / though / admittedly（もっとも・ただし）』。単純な逆接『but』は aber に相当し、ニュアンスがずれる。和訳『だが』も同様にやや大まかで、『もっとも，ただし』が近い。,translation_issue,low,0.8,false,true,,
P4-low,de,de-00818,daher,glosses.en,from there,"therefore, hence; from there",和訳は「それゆえ，そこから」と因果義（therefore）を先頭に置くが、enは「from there」のみで主要義「therefore/hence」を欠く。en-ja不一致。,translation_issue,low,0.8,false,true,,
P4-low,de,de-00846,reichen,glosses,en=to reach / ja=足りる,en=to suffice; to reach / ja=足りる，手渡す,enは「to reach」、和訳は「足りる（to suffice）」で別語義を指しており不一致。reichenは「足りる」「手渡す」「届く」の多義。少なくとも両言語で同一の主要義を揃えるのが望ましい。,translation_issue,low,0.8,false,true,,
P4-low,de,de-00910,Schloss,glosses.en,lock,castle; lock,「Schloss」は「城」と「錠」の二義。和訳は「城，錠」と両義（城が先頭）だが、enは「lock」のみで「castle」を欠く。en-ja不一致。,translation_issue,low,0.9,false,true,,
P4-low,de,de-00973,zeugen,glosses.en,to beget,to beget; to testify (zeugen von),和訳は「子をもうける，証言する」と二義を示すが、enは「to beget」のみで「to testify」を欠く。en-ja不一致（軽微）。,translation_issue,low,0.8,false,true,,
P4-low,de,de-01174,erwachsen,glosses.en,to grow up,"grown-up, adult (adj.)",「erwachsen」の最頻用法は形容詞「grown-up/adult（大人の）」。和訳も「大人の，成長する」と形容詞義を先頭に置く。en「to grow up」は動詞扱いで品詞が主要義とずれる（動詞erwachsen=生じる、は別義）。,pos_mismatch,low,0.7,true,true,,
P4-low,de,de-01234,Zwölf,headword / prompt,Zwölf,zwölf,"基数詞『zwölf』は原則小文字表記です(名詞化『die Zwölf』の場合のみ大文字)。他の形容詞・動詞見出し(fehlen, scharf 等)が小文字である中、数詞のみ大文字は不統一です。名詞化の意図があれば別途要確認。",capitalization,low,0.85,true,true,,
P4-low,de,de-01502,mittel,glosses.en,middle,medium / average,形容詞『mittel』は「中程度の・並の」の意で、和訳『中くらいの』は適切ですが、英訳『middle』はやや不正確です(『middle』は名詞Mitteや形容詞mittlereに対応)。『medium／average』がより自然かと存じます。確信度は中程度、外部辞書未照合。,translation_issue,low,0.6,false,true,,
P4-low,en,en-00048,their,tags,名詞,代名詞/限定詞,their は代名詞/限定詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00059,out,tags,名詞,副詞,out は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00066,very,tags,名詞,副詞,very は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00098,where,tags,名詞,副詞,where は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00109,here,tags,名詞,副詞,here は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00110,really,tags,名詞,副詞,really は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00113,those,tags,名詞,代名詞/限定詞,those は代名詞/限定詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00119,down,tags,名詞,副詞,down は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00121,before,tags,名詞,前置詞,before は前置詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00126,between,tags,名詞,前置詞,between は前置詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00132,too,tags,名詞,副詞,too は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
P4-low,en,en-00134,still,tags,名詞,副詞,still は副詞であり名詞ではない。3タグ体系に該当スロットがないための便宜的タグと推測。,pos_mismatch,low,0.9,true,true,,
