priority,language,id,headword,enTerms,jaTranslation,jmdictSense,note,humanDecision,humanNote
P2,chinese,zh-00964,熟,ripe; cooked; familiar,熟した,deeply; keenly; severely,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00968,顺利,smoothly; without a hitch,順調な,favourable; favorable; doing well,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00969,说明,to explain,説明する,explanation; exposition; description,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00972,送给,to send,贈る,to give (as a gift); to present; to confer,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00975,随便,as one wishes,気軽に,freely; readily; cheerfully,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00984,讨论,to discuss; to talk over,討論する,debate; discussion,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00986,特别,unusual; special,特に,particularly; especially; in particular,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00990,提出,to put forward; to propose; to raise,（意見・案を）出す、提起する,raising (a question); posing (a problem); bringing up (an issue),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00991,提到,to mention,言及する,reference; allusion,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00994,体育,sports,体育,physical education; PE; gym (class),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-00996,体育馆,gym,体育館,gymnasium,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01001,听说,to hear (sth said),聞くところによると,from what I've heard; according to reports; from what they say,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01003,停车,to pull up (stop one's vehicle),駐車する,parking (a vehicle),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01021,完成,to complete; to accomplish,完成する,completion; perfection; accomplishment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01032,往,to go (in a direction),〜へ,to; towards; for,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01044,西北,northwest,西北,north-west,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01046,西方,the West,西方,western direction; Western Pure Land (Amitabha's Buddhist paradise); western fighter in a match (e.g. sumo),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01047,西南,southwest,西南,south-west,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01051,洗澡,to bathe,入浴する,bathing; going in the bath,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01074,心里,chest,心の中,one's heart; one's feelings; one's inner thoughts,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01076,心中,central point,心の中,one's heart; one's feelings; one's inner thoughts,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01118,以下,that level or lower,以下,not exceeding ...; not more than ...; ... and under,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01152,院,courtyard,院,"house of parliament (congress, diet, etc.); graduate school; postgraduate school",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01155,愿意,to wish,〜したい,figure; form; style,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01205,住院,to stay in hospital; to be hospitalized,入院する,hospitalization; hospitalisation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01215,租,to hire,賃借りする,renting; rental; hiring,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01217,组成,to form,構成する,composition; construction; formation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01218,组长,group leader,組長,boss (esp. yakuza); foreman,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01222,作文,to write an essay,作文,"writing (an essay, prose, etc.); composition; formal writing with little real meaning",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01224,作用,to act on; to affect,作用,action; operation; process,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01229,做饭,to prepare a meal,料理する,cooking; cookery; cuisine,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01231,安排,to arrange,手配する,arrangement; preparations; search (by police),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01235,把,(particle placing the object before the verb),〜を,indicates direct object of action; indicates subject of causative expression; indicates an area traversed,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01242,办理,to handle; to transact; to conduct,手続きする,procedure; process; proceedings,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01248,保留,to keep,保留する,reservation; putting on hold; deferment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01254,报告,to inform,報告,report; information,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01257,被,(passive-voice marker),〜される,to be done (to someone or something); to do; to be doing,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01258,被子,blanket; quilt,布団,futon; Japanese bedding consisting of a mattress and a duvet; round cushion used for Zen meditation (traditionally made of woven bulrush leaves),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01260,本领,skill,能力,ability; faculty; low-ranking priest who does manual labour at a temple,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01262,比较,to compare,比較的,comparatively; relatively,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01264,比赛,competition (sports etc),試合,match; game; bout,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01271,表达,to express; to convey,表現する,expression; representation; description,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01274,表明,to make clear,表明する,declaration; indication; representation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01276,表演,play,公演する,public performance; exhibition in a foreign country,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01278,并且,and; besides; moreover; furthermore; in addition,そして,and; and then; thus,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01280,播放,to broadcast; to transmit (by radio or TV),再生する,restoration to life; coming to life again; resuscitation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01282,不断,unceasing,絶えず,constantly; always; continually,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01284,补,to repair,補う,to supplement; to make up for; to compensate for,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01285,补充,to replenish,補充する,replenishment; supplementation; supplement,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01286,不安,unpeaceful,不安な,anxiety; uneasiness; worry,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01292,部,ministry,部,"department (in an organization, company, etc.); division; bureau",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01297,采用,to adopt,採用する,use; adoption; acceptance,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01302,长处,good aspects,長所,strong point; merit; virtue,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01307,超级,super-,スーパー,supermarket; subtitles; telop,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01309,吵,to quarrel,うるさい,noisy; loud; annoying,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01316,成就,accomplishment,業績,achievement; performance; results,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01317,成立,to establish,成立する,formation; establishment; materialization,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01318,成熟,mature; ripe,成熟した,maturity; ripeness,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01320,成长,to mature,成長する,growth; development; growing up,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01321,城,city walls,町,town; block; neighbourhood,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01324,持续,to continue,持続する,continuation; persisting; lasting,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01327,初步,initial,初歩の,basics; rudiments; elements,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01328,初级,junior,初級,elementary level; beginner level,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01332,传,to pass on,伝える,to convey; to report; to transmit,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01336,创新,to bring forth new ideas; to blaze new trails,革新する,reform; innovation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01338,创造,to create,創造する,creation; Creation (by God),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01339,创作,to create; to produce; to write,創作する,"creation; production; creative work (novel, film, etc.)",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01340,从来,always,これまで,so far; up to now; hitherto,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01342,从事,to go for,従事する,engaging in (work); pursuing (e.g. studies); following (a profession),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01344,存,to exist,預ける,to leave (in someone's keeping); to put (in someone's care); to place (in someone's custody),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01345,存在,to exist,存在する,existence; being; presence,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01346,错误,mistaken; false; wrong,誤り,error; mistake; slip,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01350,大概,roughly,たぶん,reaching others' ears; publicity; probably,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01353,大夫,senior official (in imperial China),医者,doctor; physician,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01357,带动,to spur; to provide impetus; to drive,牽引する,traction; towing; hauling,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01358,带领,to guide,率いる,to lead; to spearhead (a group); to command (troops),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01361,当地,local,現地,actual place; actual location; the spot,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01365,导演,to direct,監督,supervision; control; superintendence,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01366,到达,to reach; to arrive,到着する,arrival,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01367,到底,finally,いったい,(what) the heck; (why) in the world; (who) on earth,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01374,电台,transmitter-receiver,ラジオ局,radio station,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01378,订,to agree,予約する,reservation; appointment; booking,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01379,定期,at set dates,定期の,fixed period; fixed term; regular,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01384,短处,shortcoming,短所,defect; demerit; weak point,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01389,对待,to treat,対応する,correspondence (to); equivalence; suitability,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01394,发表,to issue,発表する,announcement; publication; presenting,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01396,发达,well-developed; flourishing,発達した,development; growth; progress,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01398,发明,to invent,発明する,invention; intelligent; clever,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01400,发送,to transmit,送信する,transmission; sending,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01403,反对,to oppose; to be against; to object to,反対する,opposition; resistance; antagonism,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01405,反应,to react,反応,reaction; response; physical reaction (to a stimulus),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01410,防止,to prevent,防止する,prevention; check,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01419,分别,to part; to leave each other,別々に,separately; apart; severally,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01420,分配,to distribute,分配する,division; splitting; sharing,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01422,丰富,to enrich,豊富な,abundant; plentiful; rich,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01424,否定,to negate,否定する,denial; negation; repudiation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01425,否认,to declare to be untrue,否認する,denial; negation; repudiation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01435,改进,to improve; to make better,改善する,betterment; improvement; kaizen (Japanese business philosophy of continuous improvement),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01436,改造,to transform,改造する,remodeling; remodelling; reconstruction,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01438,赶,to overtake; to catch up with,急ぐ,to hurry; to rush; to hasten,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01439,赶到,to hurry (to some place),駆けつける,to run to; to come running; to rush (someplace),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01442,敢,to dare,あえてする,"purposely (of something needless, unexpected or seemingly counterproductive, etc.); daringly (doing something); deliberately",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01447,高速,high speed,高速の,high-speed; rapid; express,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01449,告别,to leave; to part from,別れを告げる,to say goodbye; to bid farewell,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01457,各位,everybody,皆さま,everyone,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01468,公布,to announce; to make public; to publish,公表する,official announcement; proclamation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01473,功夫,skill,カンフー,kung fu,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01489,管,to manage; to be in charge of,管理する,control; management (e.g. of a business),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01490,管理,to supervise,管理する,control; management (e.g. of a business),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01491,光,light; ray (CL:道[dao4]),〜だけ,only; just; merely,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01496,规范,norm,規範的な,normative; prescriptive,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01499,果然,really,案の定,as expected; just as one thought; as feared,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01511,合作,to cooperate; to collaborate; to work together,協力する,cooperation; collaboration; help,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01515,后果,consequences; aftermath,結果,result; consequence; outcome,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01524,欢乐,gaiety,楽しい,enjoyable; fun; pleasant,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01538,集体,collective (decision),集団,group; mass,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01539,集中,to concentrate,集中する,"concentration (on a task); focusing one's attention; concentration (of population, buildings, power, etc.)",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01540,计算,to calculate; to compute,計算する,calculation; computation; reckoning,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01557,坚持,to persevere with,堅持する,"adhering to (a view, policy, etc.); sticking to; holding fast to",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01559,坚强,staunch,強い,strong; potent; competent,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01562,建,to establish,建てる,to build; to construct,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01564,建立,to establish,設立する,establishment; founding; incorporation (of a business),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01565,建设,to build; to construct; to establish; to develop; to institute,建設する,construction; establishment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01566,建议,to propose; to suggest; to recommend,提案する,proposal; proposition; suggestion,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01567,将近,almost,〜近く,near; neighbourhood; neighborhood,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01573,交易,to deal; to trade; to transact,取引,transactions; dealings; business,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01578,接待,"to receive; to entertain; to host (guests, visitors or clients)",応対する,"dealing with (people, customers, complaints, etc.); receiving (callers, visitors, etc.); attending to",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01580,节约,to economize,節約する,"saving (e.g. time, money, resources); economising; economizing",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01581,结合,to combine,結合する,combination; union; joining,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01582,结婚,to marry; to get married,結婚する,marriage,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01584,解决,to solve; to resolve; to settle (a problem),解決する,settlement; solution; resolution,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01592,紧急,urgent,緊急の,urgency; emergency,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01593,紧张,nervous,緊張する,tension; strain; nervousness,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01595,进一步,to go a step further,いっそう,pair (esp. of folding screens); even more; still more,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01602,经营,to engage in (business etc); to run; to operate,経営する,management; administration; operation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01617,据说,it is said that; reportedly,聞くところによると,from what I've heard; according to reports; from what they say,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01618,决定,to decide; to determine; to make up one's mind,決定する,decision; determination,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01623,开发,to exploit (a resource); to open up (for development); to develop,開発する,development; cultivation; application,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01627,开展,to launch,展開する,development; evolution; progression,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01634,克服,(try to) overcome (hardships etc),克服する,"conquest (of a difficulty, illness, crisis, etc.); overcoming; surmounting",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01636,课程,course; academic program,カリキュラム,curriculum,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01644,困难,difficult,困難,difficulty; hardship; trouble,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01648,老太太,elderly lady (respectful),おばあさん,grandmother; old woman; female senior citizen,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01650,乐,happy; cheerful,楽しむ,to enjoy; to take pleasure in; to have a good time,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01653,类似,similar; analogous,類似する,resemblance; similarity; likeness,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
